Month-Year,SENADOR,VALOR_REEMBOLSADO,Contagem_Mes
2012-04-01,JORGE VIANA,25791.32,15
2012-04-01,JOSÉ AGRIPINO,22997.81,34
2012-04-01,JOSÉ PIMENTEL,31902.28,15
2012-04-01,JOSÉ SARNEY,8225.0,22
2012-04-01,JOÃO CAPIBERIBE,24691.77,5
2012-04-01,JOÃO DURVAL,24542.23,37
2012-04-01,JOÃO RIBEIRO,11999.800000000001,28
2012-04-01,JOÃO VICENTE CLAUDINO,32506.76,35
2012-04-01,KÁTIA ABREU,16515.16,37
2012-04-01,LAURO ANTÔNIO,3320.07,5
2012-04-01,LINDBERGH FARIAS,41975.65,14
2012-04-01,LOBÃO FILHO,15488.67,25
2012-04-01,LUIZ HENRIQUE,21892.84,15
2012-04-01,LÍDICE DA MATA,33949.46,15
2012-04-01,LÚCIA VÂNIA,8386.220000000001,37
2012-04-01,MAGNO MALTA,32491.23,37
2012-04-01,MARIA DO CARMO ALVES,10942.77,37
2012-04-01,MARTA SUPLICY,20001.85,12
2012-04-01,MOZARILDO CAVALCANTI,48939.03,37
2012-04-01,MÁRIO COUTO,52773.23,37
2012-04-01,PAULO BAUER,38003.01,15
2012-04-01,PAULO DAVIM,18663.06,15
2012-04-01,PAULO PAIM,18545.54,37
2012-04-01,PEDRO SIMON,2000.2799999999997,10
2012-04-01,PEDRO TAQUES,19126.67,15
2012-04-01,RANDOLFE RODRIGUES,37404.42,15
2012-04-01,RENAN CALHEIROS,31833.45,37
2012-04-01,RICARDO FERRAÇO,15841.4,15
2012-04-01,ROBERTO REQUIÃO,20102.44,15
2012-04-01,ROMERO JUCÁ,48764.89,37
2012-04-01,SÉRGIO PETECÃO,15647.44,15
2012-04-01,SÉRGIO SOUZA,22076.0,11
2012-04-01,VALDIR RAUPP,33833.06,37
2012-04-01,VANESSA GRAZZIOTIN,25366.12,15
2012-04-01,VICENTINHO ALVES,25215.199999999997,15
2012-04-01,VITAL DO RÊGO,26775.35,15
2012-04-01,WALDEMIR MOKA,36039.1,15
2012-04-01,WALTER PINHEIRO,21667.23,15
2012-04-01,WELLINGTON DIAS,17999.5,15
2012-04-01,ZEZÉ PERRELLA,27827.12,10
2012-04-01,ÂNGELA PORTELA,40715.51,15
2012-05-01,ACIR GURGACZ,28459.7,30
2012-05-01,ALFREDO NASCIMENTO,19714.55,13
2012-05-01,ALOYSIO NUNES FERREIRA,20985.07,16
2012-05-01,ALVARO DIAS,5685.75,12
2012-05-01,ANA AMÉLIA,13048.51,16
2012-05-01,ANA RITA,28543.7,17
2012-05-01,ANTONIO RUSSO,22021.760000000002,11
2012-05-01,ANTÔNIO CARLOS VALADARES,19686.92,38
2012-05-01,ANÍBAL DINIZ,27891.92,17
2012-05-01,ARMANDO MONTEIRO,35576.89,16
2012-05-01,AÉCIO NEVES,22601.14,16
2012-05-01,BENEDITO DE LIRA,15534.18,16
2012-05-01,BLAIRO MAGGI,23834.23,16
2012-05-01,CASILDO MALDANER,24596.97,17
2012-05-01,CIRO NOGUEIRA,37884.82,16
2012-05-01,CLÉSIO ANDRADE,8569.73,14
2012-05-01,CLÓVIS FECURY,13131.88,8
2012-05-01,CYRO MIRANDA,14952.43,17
2012-05-01,CÁSSIO CUNHA LIMA,17910.46,7
2012-05-01,CÍCERO LUCENA,26521.28,38
2012-05-01,DELCIDIO DO AMARAL,30202.03,38
2012-05-01,DEMÓSTENES TORRES,11599.710000000001,38
2012-05-01,EDUARDO AMORIM,26796.41,13
2012-05-01,EDUARDO BRAGA,37410.65,12
2012-05-01,EDUARDO LOPES,25380.12,3
2012-05-01,EDUARDO SUPLICY,10828.6,38
2012-05-01,EPITÁCIO CAFETEIRA,12898.1,38
2012-05-01,FERNANDO COLLOR,34767.62,38
2012-05-01,FLEXA RIBEIRO,19447.41,35
2012-05-01,FRANCISCO DORNELLES,31894.07,38
2012-05-01,GARIBALDI ALVES,19508.94,12
2012-05-01,GIM ARGELLO,61568.5,30
2012-05-01,HUMBERTO COSTA,40569.86,16
2012-05-01,INÁCIO ARRUDA,31357.36,38
2012-05-01,IVO CASSOL,43470.02,13
2012-05-01,JADER BARBALHO,25019.42,5
2012-05-01,JARBAS VASCONCELOS,28860.22,38
2012-05-01,JAYME CAMPOS,15909.800000000001,34
2012-05-01,JORGE VIANA,30177.53,16
2012-05-01,JOSÉ AGRIPINO,25842.94,35
2012-05-01,JOSÉ PIMENTEL,31036.06,16
2012-05-01,JOSÉ SARNEY,7649.0,23
2012-05-01,JOÃO CAPIBERIBE,33258.28,6
2012-05-01,JOÃO DURVAL,24954.38,38
2012-05-01,JOÃO RIBEIRO,9657.64,29
2012-05-01,JOÃO VICENTE CLAUDINO,39635.06,36
2012-05-01,KÁTIA ABREU,17602.6,38
2012-05-01,LINDBERGH FARIAS,32978.85,15
2012-05-01,LOBÃO FILHO,19761.28,26
2012-05-01,LUIZ HENRIQUE,35228.57,16
2012-05-01,LÍDICE DA MATA,29261.12,16
2012-05-01,LÚCIA VÂNIA,33380.630000000005,38
2012-05-01,MAGNO MALTA,37324.21,38
2012-05-01,MARIA DO CARMO ALVES,5941.1,38
2012-05-01,MARTA SUPLICY,25368.39,13
2012-05-01,MOZARILDO CAVALCANTI,52166.69,38
2012-05-01,MÁRIO COUTO,55596.9,38
2012-05-01,PAULO BAUER,24808.8,16
2012-05-01,PAULO DAVIM,17193.71,16
2012-05-01,PAULO PAIM,20394.100000000002,38
2012-05-01,PEDRO SIMON,5187.76,11
2012-05-01,PEDRO TAQUES,21285.21,16
2012-05-01,RANDOLFE RODRIGUES,33357.95,16
2012-05-01,RENAN CALHEIROS,29138.59,38
2012-05-01,RICARDO FERRAÇO,21565.85,16
2012-05-01,ROBERTO REQUIÃO,14716.15,16
2012-05-01,ROMERO JUCÁ,41566.57,38
2012-05-01,SÉRGIO PETECÃO,50093.16,16
2012-05-01,SÉRGIO SOUZA,27143.78,12
2012-05-01,VALDIR RAUPP,35397.340000000004,38
2012-05-01,VANESSA GRAZZIOTIN,23730.760000000002,16
2012-05-01,VICENTINHO ALVES,25215.2,16
2012-05-01,VITAL DO RÊGO,24070.420000000002,16
2012-05-01,WALDEMIR MOKA,20177.31,16
2012-05-01,WALTER PINHEIRO,22753.81,16
2012-05-01,WELLINGTON DIAS,31691.42,16
2012-05-01,ZEZÉ PERRELLA,15885.86,11
2012-05-01,ÂNGELA PORTELA,40707.42,16
2012-06-01,ACIR GURGACZ,45218.6,31
2012-06-01,ALFREDO NASCIMENTO,13863.24,14
2012-06-01,ALOYSIO NUNES FERREIRA,28718.52,17
2012-06-01,ALVARO DIAS,8678.53,13
2012-06-01,ANA AMÉLIA,8554.98,17
2012-06-01,ANA RITA,25376.21,18
2012-06-01,ANTONIO RUSSO,23356.09,12
2012-06-01,ANTÔNIO CARLOS VALADARES,20278.29,39
2012-06-01,ANÍBAL DINIZ,34630.47,18
2012-06-01,ARMANDO MONTEIRO,46622.24,17
2012-06-01,AÉCIO NEVES,23906.43,17
2012-06-01,BENEDITO DE LIRA,24457.149999999998,17
2012-06-01,BLAIRO MAGGI,19122.58,17
2012-06-01,CASILDO MALDANER,24495.5,18
2012-06-01,CIRO NOGUEIRA,39498.83,17
2012-06-01,CLÉSIO ANDRADE,8341.32,15
2012-06-01,CLÓVIS FECURY,26036.37,9
2012-06-01,CYRO MIRANDA,14525.48,18
2012-06-01,CÁSSIO CUNHA LIMA,11380.01,8
2012-06-01,CÍCERO LUCENA,20488.54,39
2012-06-01,DELCIDIO DO AMARAL,27427.11,39
2012-06-01,DEMÓSTENES TORRES,6504.93,39
2012-06-01,EDUARDO AMORIM,23889.96,14
2012-06-01,EDUARDO BRAGA,43608.8,13
2012-06-01,EDUARDO LOPES,24894.11,4
2012-06-01,EDUARDO SUPLICY,15404.66,39
2012-06-01,EPITÁCIO CAFETEIRA,20187.27,39
2012-06-01,FERNANDO COLLOR,35339.05,39
2012-06-01,FLEXA RIBEIRO,26781.09,36
2012-06-01,FRANCISCO DORNELLES,31816.2,39
2012-06-01,GARIBALDI ALVES,11525.98,13
2012-06-01,GIM ARGELLO,40623.01,31
2012-06-01,HUMBERTO COSTA,37183.770000000004,17
2012-06-01,INÁCIO ARRUDA,43431.270000000004,39
2012-06-01,IVO CASSOL,22710.61,14
2012-06-01,JADER BARBALHO,22773.16,6
2012-06-01,JARBAS VASCONCELOS,30993.329999999998,39
2012-06-01,JAYME CAMPOS,11919.32,35
2012-06-01,JORGE VIANA,35595.74,17
2012-06-01,JOSÉ AGRIPINO,22730.65,36
2012-06-01,JOSÉ PIMENTEL,39040.03,17
2012-06-01,JOÃO CAPIBERIBE,39258.53,7
2012-06-01,JOÃO DURVAL,23727.44,39
2012-06-01,JOÃO RIBEIRO,37612.17,30
2012-06-01,JOÃO VICENTE CLAUDINO,23714.88,37
2012-06-01,KÁTIA ABREU,18865.12,39
2012-06-01,LINDBERGH FARIAS,22395.4,16
2012-06-01,LOBÃO FILHO,21940.14,27
2012-06-01,LUIZ HENRIQUE,23960.22,17
2012-06-01,LÍDICE DA MATA,29451.64,17
2012-06-01,LÚCIA VÂNIA,20847.16,39
2012-06-01,MAGNO MALTA,20214.100000000002,39
2012-06-01,MARIA DO CARMO ALVES,8621.54,39
2012-06-01,MARTA SUPLICY,21284.98,14
2012-06-01,MOZARILDO CAVALCANTI,39500.73,39
2012-06-01,MÁRIO COUTO,37685.49,39
2012-06-01,PAULO BAUER,30658.55,17
2012-06-01,PAULO DAVIM,21256.46,17
2012-06-01,PAULO PAIM,27868.93,39
2012-06-01,PEDRO SIMON,3517.15,12
2012-06-01,PEDRO TAQUES,20765.9,17
2012-06-01,RANDOLFE RODRIGUES,33559.12,17
2012-06-01,RENAN CALHEIROS,30149.63,39
2012-06-01,RICARDO FERRAÇO,17802.08,17
2012-06-01,ROBERTO REQUIÃO,22307.58,17
2012-06-01,ROMERO JUCÁ,52912.77,39
2012-06-01,SÉRGIO PETECÃO,17234.239999999998,17
2012-06-01,SÉRGIO SOUZA,22507.34,13
2012-06-01,VALDIR RAUPP,34615.2,39
2012-06-01,VANESSA GRAZZIOTIN,14223.59,17
2012-06-01,VICENTINHO ALVES,25215.2,17
2012-06-01,VITAL DO RÊGO,25852.29,17
2012-06-01,WALDEMIR MOKA,26496.68,17
2012-06-01,WALTER PINHEIRO,21347.96,17
2012-06-01,WELLINGTON DIAS,58064.17,17
2012-06-01,ZEZÉ PERRELLA,18372.06,12
2012-06-01,ÂNGELA PORTELA,40717.21,17
2012-07-01,ALFREDO NASCIMENTO,16034.24,15
2012-07-01,ALOYSIO NUNES FERREIRA,14801.36,18
2012-07-01,ALVARO DIAS,8335.61,14
2012-07-01,ANA AMÉLIA,6333.09,18
2012-07-01,ANA RITA,31167.19,19
2012-07-01,ANTONIO RUSSO,19204.29,13
2012-07-01,ANTÔNIO CARLOS VALADARES,22873.95,40
2012-07-01,ANÍBAL DINIZ,27594.96,19
2012-07-01,ARMANDO MONTEIRO,17888.18,18
2012-07-01,ASSIS GURGACZ,7704.8,1
2012-07-01,AÉCIO NEVES,20082.29,18
2012-07-01,BENEDITO DE LIRA,13626.47,18
2012-07-01,BLAIRO MAGGI,18377.41,18
2012-07-01,CASILDO MALDANER,22399.05,19
2012-07-01,CIRO NOGUEIRA,38962.82,18
2012-07-01,CLÉSIO ANDRADE,8670.87,16
2012-07-01,CLÓVIS FECURY,15891.8,10
2012-07-01,CYRO MIRANDA,15505.43,19
2012-07-01,CÁSSIO CUNHA LIMA,20510.38,9
2012-07-01,CÍCERO LUCENA,24531.850000000002,40
2012-07-01,DELCIDIO DO AMARAL,25674.440000000002,40
2012-07-01,DEMÓSTENES TORRES,1158.58,40
2012-07-01,EDUARDO AMORIM,20763.66,15
2012-07-01,EDUARDO BRAGA,70613.14,14
2012-07-01,EDUARDO LOPES,25308.68,5
2012-07-01,EDUARDO SUPLICY,13425.03,40
2012-07-01,EPITÁCIO CAFETEIRA,19670.65,40
2012-07-01,FERNANDO COLLOR,33552.53,40
2012-07-01,FLEXA RIBEIRO,27081.96,37
2012-07-01,FRANCISCO DORNELLES,31523.34,40
2012-07-01,GARIBALDI ALVES,10590.28,14
2012-07-01,GIM ARGELLO,1244.1,32
2012-07-01,HUMBERTO COSTA,40926.42,18
2012-07-01,INÁCIO ARRUDA,12104.16,40
2012-07-01,IVO CASSOL,40537.06,15
2012-07-01,JADER BARBALHO,34668.28,7
2012-07-01,JARBAS VASCONCELOS,17986.67,40
2012-07-01,JAYME CAMPOS,5398.01,36
2012-07-01,JORGE VIANA,35656.45,18
2012-07-01,JOSÉ AGRIPINO,20030.11,37
2012-07-01,JOSÉ PIMENTEL,40488.53,18
2012-07-01,JOÃO CAPIBERIBE,34860.33,8
2012-07-01,JOÃO DURVAL,23467.34,40
2012-07-01,JOÃO RIBEIRO,31828.24,31
2012-07-01,JOÃO VICENTE CLAUDINO,59397.34,38
2012-07-01,KÁTIA ABREU,20089.39,40
2012-07-01,LINDBERGH FARIAS,22276.98,17
2012-07-01,LOBÃO FILHO,21447.6,28
2012-07-01,LUIZ HENRIQUE,17752.44,18
2012-07-01,LÍDICE DA MATA,36053.75,18
2012-07-01,LÚCIA VÂNIA,21663.37,40
2012-07-01,MAGNO MALTA,32294.38,40
2012-07-01,MARIA DO CARMO ALVES,8246.49,40
2012-07-01,MARTA SUPLICY,19850.7,15
2012-07-01,MOZARILDO CAVALCANTI,65065.41,40
2012-07-01,MÁRIO COUTO,27895.65,40
2012-07-01,PAULO BAUER,27553.170000000002,18
2012-07-01,PAULO DAVIM,13377.61,18
2012-07-01,PAULO PAIM,86308.97,40
2012-07-01,PEDRO SIMON,6697.04,13
2012-07-01,PEDRO TAQUES,19622.100000000002,18
2012-07-01,RANDOLFE RODRIGUES,32677.12,18
2012-07-01,RENAN CALHEIROS,30413.71,40
2012-07-01,RICARDO FERRAÇO,18246.0,18
2012-07-01,ROBERTO REQUIÃO,21127.11,18
2012-07-01,ROMERO JUCÁ,24369.46,40
2012-07-01,SÉRGIO PETECÃO,19626.04,18
2012-07-01,SÉRGIO SOUZA,23455.29,14
2012-07-01,TOMÁS CORREIA,5420.81,1
2012-07-01,VALDIR RAUPP,12174.15,40
2012-07-01,VANESSA GRAZZIOTIN,10293.23,18
2012-07-01,VICENTINHO ALVES,22741.379999999997,18
2012-07-01,VITAL DO RÊGO,27500.63,18
2012-07-01,WALDEMIR MOKA,27209.78,18
2012-07-01,WALTER PINHEIRO,17665.05,18
2012-07-01,WELLINGTON DIAS,24509.72,18
2012-07-01,ZEZÉ PERRELLA,36696.25,13
2012-07-01,ÂNGELA PORTELA,40802.62,18
2012-08-01,ALFREDO NASCIMENTO,15715.13,16
2012-08-01,ALOYSIO NUNES FERREIRA,25843.05,19
2012-08-01,ALVARO DIAS,6249.389999999999,15
2012-08-01,ANA AMÉLIA,12493.2,19
2012-08-01,ANA RITA,23914.899999999998,20
2012-08-01,ANTONIO RUSSO,18831.57,14
2012-08-01,ANTÔNIO CARLOS VALADARES,12115.36,41
2012-08-01,ANÍBAL DINIZ,42088.88,20
2012-08-01,ARMANDO MONTEIRO,23185.5,19
2012-08-01,ASSIS GURGACZ,49037.97,2
2012-08-01,AÉCIO NEVES,23526.96,19
2012-08-01,BENEDITO DE LIRA,14376.36,19
2012-08-01,BLAIRO MAGGI,6704.41,19
2012-08-01,CASILDO MALDANER,22869.23,20
2012-08-01,CIDINHO SANTOS,12760.52,1
2012-08-01,CIRO NOGUEIRA,39655.71,19
2012-08-01,CLÉSIO ANDRADE,8903.27,17
2012-08-01,CLÓVIS FECURY,23034.0,11
2012-08-01,CYRO MIRANDA,15651.18,20
2012-08-01,CÁSSIO CUNHA LIMA,16904.01,10
2012-08-01,CÍCERO LUCENA,10624.95,41
2012-08-01,DELCIDIO DO AMARAL,21164.97,41
2012-08-01,EDUARDO AMORIM,24311.52,16
2012-08-01,EDUARDO BRAGA,18595.84,15
2012-08-01,EDUARDO LOPES,23864.23,6
2012-08-01,EDUARDO SUPLICY,13467.23,41
2012-08-01,EPITÁCIO CAFETEIRA,19907.5,41
2012-08-01,FERNANDO COLLOR,29155.83,41
2012-08-01,FLEXA RIBEIRO,29884.7,38
2012-08-01,FRANCISCO DORNELLES,32108.86,41
2012-08-01,GARIBALDI ALVES,15158.65,15
2012-08-01,GIM ARGELLO,12217.57,33
2012-08-01,HUMBERTO COSTA,31100.42,19
2012-08-01,INÁCIO ARRUDA,13747.44,41
2012-08-01,IVO CASSOL,40590.48,16
2012-08-01,JADER BARBALHO,23994.55,8
2012-08-01,JARBAS VASCONCELOS,21262.23,41
2012-08-01,JAYME CAMPOS,13370.51,37
2012-08-01,JORGE VIANA,23510.93,19
2012-08-01,JOSÉ AGRIPINO,24618.99,38
2012-08-01,JOSÉ PIMENTEL,29850.34,19
2012-08-01,JOÃO CAPIBERIBE,41235.51,9
2012-08-01,JOÃO DURVAL,26421.32,41
2012-08-01,JOÃO RIBEIRO,33710.55,32
2012-08-01,JOÃO VICENTE CLAUDINO,46095.14,39
2012-08-01,KÁTIA ABREU,19094.79,41
2012-08-01,LINDBERGH FARIAS,7370.02,18
2012-08-01,LOBÃO FILHO,19639.190000000002,29
2012-08-01,LUIZ HENRIQUE,23579.94,19
2012-08-01,LÍDICE DA MATA,32497.07,19
2012-08-01,LÚCIA VÂNIA,21156.48,41
2012-08-01,MAGNO MALTA,20272.920000000002,41
2012-08-01,MARIA DO CARMO ALVES,7655.28,41
2012-08-01,MARTA SUPLICY,20468.55,16
2012-08-01,MOZARILDO CAVALCANTI,42658.94,41
2012-08-01,MÁRIO COUTO,23168.64,41
2012-08-01,PAULO BAUER,33419.0,19
2012-08-01,PAULO DAVIM,10547.060000000001,19
2012-08-01,PAULO PAIM,43219.5,41
2012-08-01,PEDRO SIMON,4669.04,14
2012-08-01,PEDRO TAQUES,21289.52,19
2012-08-01,RANDOLFE RODRIGUES,49800.44,19
2012-08-01,RENAN CALHEIROS,31745.49,41
2012-08-01,RICARDO FERRAÇO,20394.8,19
2012-08-01,ROBERTO REQUIÃO,31825.69,19
2012-08-01,ROMERO JUCÁ,21038.36,41
2012-08-01,SÉRGIO PETECÃO,47408.35,19
2012-08-01,SÉRGIO SOUZA,25864.43,15
2012-08-01,TOMÁS CORREIA,11618.73,2
2012-08-01,VANESSA GRAZZIOTIN,11888.6,19
2012-08-01,VICENTINHO ALVES,27590.34,19
2012-08-01,VITAL DO RÊGO,35897.82,19
2012-08-01,WALDEMIR MOKA,26922.21,19
2012-08-01,WALTER PINHEIRO,23736.81,19
2012-08-01,WELLINGTON DIAS,28993.239999999998,19
2012-08-01,WILDER MORAIS,15814.099999999999,1
2012-08-01,ZEZÉ PERRELLA,39981.030000000006,14
2012-08-01,ÂNGELA PORTELA,29354.02,19
2012-09-01,ALFREDO NASCIMENTO,21011.63,17
2012-09-01,ALOYSIO NUNES FERREIRA,25012.92,20
2012-09-01,ALVARO DIAS,10472.36,16
2012-09-01,ANA AMÉLIA,7503.44,20
2012-09-01,ANA RITA,20936.78,21
2012-09-01,ANTONIO RUSSO,16854.88,15
2012-09-01,ANTÔNIO CARLOS VALADARES,16303.71,42
2012-09-01,ANÍBAL DINIZ,35333.32,21
2012-09-01,ARMANDO MONTEIRO,19644.58,20
2012-09-01,ASSIS GURGACZ,23651.47,3
2012-09-01,AÉCIO NEVES,14679.68,20
2012-09-01,BENEDITO DE LIRA,21433.13,20
2012-09-01,CASILDO MALDANER,21921.37,21
2012-09-01,CIDINHO SANTOS,20969.95,2
2012-09-01,CIRO NOGUEIRA,38813.020000000004,20
2012-09-01,CLÉSIO ANDRADE,12710.96,18
2012-09-01,CLÓVIS FECURY,21027.11,12
2012-09-01,CYRO MIRANDA,20725.56,21
2012-09-01,CÁSSIO CUNHA LIMA,13580.65,11
2012-09-01,CÍCERO LUCENA,12995.46,42
2012-09-01,DELCIDIO DO AMARAL,23005.5,42
2012-09-01,EDUARDO AMORIM,26729.15,17
2012-09-01,EDUARDO BRAGA,34908.18,16
2012-09-01,EDUARDO LOPES,23728.02,7
2012-09-01,EDUARDO SUPLICY,16809.58,42
2012-09-01,EPITÁCIO CAFETEIRA,32122.54,42
2012-09-01,FERNANDO COLLOR,24275.690000000002,42
2012-09-01,FLEXA RIBEIRO,26729.92,39
2012-09-01,FRANCISCO DORNELLES,31816.2,42
2012-09-01,GARIBALDI ALVES,8945.12,16
2012-09-01,GIM ARGELLO,2035.8,34
2012-09-01,HUMBERTO COSTA,36085.54,20
2012-09-01,INÁCIO ARRUDA,13295.7,42
2012-09-01,IVO CASSOL,34630.76,17
2012-09-01,JADER BARBALHO,15400.0,9
2012-09-01,JARBAS VASCONCELOS,24674.28,42
2012-09-01,JAYME CAMPOS,9997.220000000001,38
2012-09-01,JORGE VIANA,25736.9,20
2012-09-01,JOSÉ AGRIPINO,24475.24,39
2012-09-01,JOSÉ PIMENTEL,28875.3,20
2012-09-01,JOSÉ SARNEY,6100.0,24
2012-09-01,JOÃO CAPIBERIBE,48509.98,10
2012-09-01,JOÃO DURVAL,25259.96,42
2012-09-01,JOÃO RIBEIRO,26482.8,33
2012-09-01,JOÃO VICENTE CLAUDINO,45595.82,40
2012-09-01,KÁTIA ABREU,22422.670000000002,42
2012-09-01,LINDBERGH FARIAS,15643.75,19
2012-09-01,LOBÃO FILHO,19686.14,30
2012-09-01,LUIZ HENRIQUE,22454.15,20
2012-09-01,LÍDICE DA MATA,31467.18,20
2012-09-01,LÚCIA VÂNIA,21045.2,42
2012-09-01,MAGNO MALTA,25853.91,42
2012-09-01,MARIA DO CARMO ALVES,8077.79,42
2012-09-01,MARTA SUPLICY,22866.91,17
2012-09-01,MOZARILDO CAVALCANTI,38789.96,42
2012-09-01,MÁRIO COUTO,19475.510000000002,42
2012-09-01,PAULO BAUER,27750.83,20
2012-09-01,PAULO DAVIM,10655.43,20
2012-09-01,PAULO PAIM,14424.18,42
2012-09-01,PEDRO SIMON,2107.5299999999997,15
2012-09-01,PEDRO TAQUES,17827.68,20
2012-09-01,RANDOLFE RODRIGUES,22655.989999999998,20
2012-09-01,RENAN CALHEIROS,32944.55,42
2012-09-01,RICARDO FERRAÇO,17759.29,20
2012-09-01,ROBERTO REQUIÃO,28916.63,20
2012-09-01,ROMERO JUCÁ,18672.91,42
2012-09-01,SÉRGIO PETECÃO,12331.78,20
2012-09-01,SÉRGIO SOUZA,23211.15,16
2012-09-01,TOMÁS CORREIA,12151.09,3
2012-09-01,VANESSA GRAZZIOTIN,11549.89,20
2012-09-01,VICENTINHO ALVES,25298.62,20
2012-09-01,VITAL DO RÊGO,32091.6,20
2012-09-01,WALDEMIR MOKA,28750.47,20
2012-09-01,WALTER PINHEIRO,15140.26,20
2012-09-01,WELLINGTON DIAS,14245.05,20
2012-09-01,WILDER MORAIS,16058.44,2
2012-09-01,ZEZÉ PERRELLA,37502.47,15
2012-09-01,ÂNGELA PORTELA,24276.58,20
2012-10-01,ACIR GURGACZ,2218.92,32
2012-10-01,ALFREDO NASCIMENTO,12593.56,18
2012-10-01,ALOYSIO NUNES FERREIRA,30710.760000000002,21
2012-10-01,ALVARO DIAS,10274.58,17
2012-10-01,ANA AMÉLIA,7544.99,21
2012-10-01,ANA RITA,23143.71,22
2012-10-01,ANTONIO CARLOS RODRIGUES,4034.33,1
2012-10-01,ANTONIO RUSSO,19598.56,16
2012-10-01,ANTÔNIO CARLOS VALADARES,17675.1,43
2012-10-01,ANÍBAL DINIZ,35084.36,22
2012-10-01,ARMANDO MONTEIRO,21293.34,21
2012-10-01,ASSIS GURGACZ,49456.17,4
2012-10-01,AÉCIO NEVES,19232.23,21
2012-10-01,BENEDITO DE LIRA,12152.869999999999,21
2012-10-01,CASILDO MALDANER,25067.5,22
2012-10-01,CIDINHO SANTOS,18677.38,3
2012-10-01,CIRO NOGUEIRA,38855.88,21
2012-10-01,CLÉSIO ANDRADE,9381.95,19
2012-10-01,CLÓVIS FECURY,38859.85,13
2012-10-01,CYRO MIRANDA,36047.729999999996,22
2012-10-01,CÁSSIO CUNHA LIMA,10191.11,12
2012-10-01,CÍCERO LUCENA,27053.51,43
2012-10-01,DELCIDIO DO AMARAL,22509.07,43
2012-10-01,EDUARDO AMORIM,24218.4,18
2012-10-01,EDUARDO BRAGA,4425.41,17
2012-10-01,EDUARDO LOPES,18263.31,8
2012-10-01,EDUARDO SUPLICY,20081.23,43
2012-10-01,EPITÁCIO CAFETEIRA,20067.61,43
2012-10-01,FERNANDO COLLOR,30064.730000000003,43
2012-10-01,FLEXA RIBEIRO,24855.1,40
2012-10-01,FRANCISCO DORNELLES,31396.28,43
2012-10-01,GARIBALDI ALVES,14171.44,17
2012-10-01,GIM ARGELLO,1406.1,35
2012-10-01,HUMBERTO COSTA,38111.58,21
2012-10-01,INÁCIO ARRUDA,24271.61,43
2012-10-01,IVO CASSOL,27878.12,18
2012-10-01,JADER BARBALHO,19874.4,10
2012-10-01,JARBAS VASCONCELOS,18829.91,43
2012-10-01,JAYME CAMPOS,13290.8,39
2012-10-01,JORGE VIANA,22485.010000000002,21
2012-10-01,JOSÉ AGRIPINO,25592.32,40
2012-10-01,JOSÉ PIMENTEL,30371.19,21
2012-10-01,JOSÉ SARNEY,6300.0,25
2012-10-01,JOÃO CAPIBERIBE,32306.16,11
2012-10-01,JOÃO COSTA,941.56,1
2012-10-01,JOÃO DURVAL,28895.43,43
2012-10-01,JOÃO RIBEIRO,25215.2,34
2012-10-01,JOÃO VICENTE CLAUDINO,38834.46,41
2012-10-01,KÁTIA ABREU,100.0,43
2012-10-01,LINDBERGH FARIAS,7904.8099999999995,20
2012-10-01,LOBÃO FILHO,19590.05,31
2012-10-01,LUIZ HENRIQUE,21139.56,21
2012-10-01,LÍDICE DA MATA,30479.61,21
2012-10-01,LÚCIA VÂNIA,20882.21,43
2012-10-01,MAGNO MALTA,28111.45,43
2012-10-01,MARCO ANTÔNIO COSTA,11351.72,1
2012-10-01,MARIA DO CARMO ALVES,9362.380000000001,43
2012-10-01,MOZARILDO CAVALCANTI,40724.45,43
2012-10-01,MÁRIO COUTO,10734.48,43
2012-10-01,PAULO BAUER,40424.15,21
2012-10-01,PAULO DAVIM,17350.75,21
2012-10-01,PAULO PAIM,34507.46,43
2012-10-01,PEDRO SIMON,1258.5,16
2012-10-01,PEDRO TAQUES,23470.89,21
2012-10-01,RANDOLFE RODRIGUES,26360.93,21
2012-10-01,RENAN CALHEIROS,16060.35,43
2012-10-01,RICARDO FERRAÇO,23422.25,21
2012-10-01,ROBERTO REQUIÃO,23287.97,21
2012-10-01,ROMERO JUCÁ,18095.63,43
2012-10-01,SÉRGIO PETECÃO,23544.909999999996,21
2012-10-01,SÉRGIO SOUZA,22132.61,17
2012-10-01,TOMÁS CORREIA,13052.2,4
2012-10-01,VANESSA GRAZZIOTIN,7928.4,21
2012-10-01,VICENTINHO ALVES,24273.64,21
2012-10-01,VITAL DO RÊGO,27989.95,21
2012-10-01,WALDEMIR MOKA,24264.79,21
2012-10-01,WALTER PINHEIRO,19924.97,21
2012-10-01,WELLINGTON DIAS,28143.55,21
2012-10-01,WILDER MORAIS,12885.48,3
2012-10-01,ZEZÉ PERRELLA,37447.33,16
2012-10-01,ÂNGELA PORTELA,23566.17,21
2012-11-01,ACIR GURGACZ,31884.12,33
2012-11-01,ALFREDO NASCIMENTO,18131.88,19
2012-11-01,ALOYSIO NUNES FERREIRA,17309.22,22
2012-11-01,ALVARO DIAS,13622.83,18
2012-11-01,ANA AMÉLIA,7175.75,22
2012-11-01,ANA RITA,21275.43,23
2012-11-01,ANTONIO CARLOS RODRIGUES,14501.61,2
2012-11-01,ANTONIO RUSSO,20163.49,17
2012-11-01,ANTÔNIO CARLOS VALADARES,20584.15,44
